data_loss,epoch,mean_loss,step
4.1994488463920445e+24,0,4.1994488463920445e+24,38
1.5666204369948438e+24,1,1.5666204369948438e+24,77
1.5666164017695777e+24,2,1.5666164017695777e+24,116
1.5666164017695777e+24,3,1.5666164017695777e+24,155
1.5666164017695777e+24,4,1.5666164017695777e+24,194
1.5666164017695777e+24,5,1.5666164017695777e+24,233
1.5713469828181677e+24,6,1.5713469828181677e+24,272
1.5713394888283877e+24,7,1.5713394888283877e+24,311
1.5713394888283877e+24,8,1.5713394888283877e+24,350
1.5713394888283877e+24,9,1.5713394888283877e+24,389
1.5713394888283877e+24,10,1.5713394888283877e+24,428
1.5713394888283877e+24,11,1.5713394888283877e+24,467
1.5713394888283877e+24,12,1.5713394888283877e+24,506
1.5713394888283877e+24,13,1.5713394888283877e+24,545
1.5713394888283877e+24,14,1.5713394888283877e+24,584
1.5713394888283877e+24,15,1.5713394888283877e+24,623
1.5713394888283877e+24,16,1.5713394888283877e+24,662
1.5713394888283877e+24,17,1.5713394888283877e+24,701
1.5713394888283877e+24,18,1.5713394888283877e+24,740
1.5713394888283877e+24,19,1.5713394888283877e+24,779
1.5713394888283877e+24,20,1.5713394888283877e+24,818
1.5713394888283877e+24,21,1.5713394888283877e+24,857
1.5713394888283877e+24,22,1.5713394888283877e+24,896
1.5713394888283877e+24,23,1.5713394888283877e+24,935
1.5713394888283877e+24,24,1.5713394888283877e+24,974
1.5713394888283877e+24,25,1.5713394888283877e+24,1013
1.5713394888283877e+24,26,1.5713394888283877e+24,1052
1.5713394888283877e+24,27,1.5713394888283877e+24,1091
1.5713394888283877e+24,28,1.5713394888283877e+24,1130
1.5713394888283877e+24,29,1.5713394888283877e+24,1169
1.5713394888283877e+24,30,1.5713394888283877e+24,1208
1.5713394888283877e+24,31,1.5713394888283877e+24,1247
1.5713394888283877e+24,32,1.5713394888283877e+24,1286
1.5713394888283877e+24,33,1.5713394888283877e+24,1325
1.5713394888283877e+24,34,1.5713394888283877e+24,1364
1.5713394888283877e+24,35,1.5713394888283877e+24,1403
1.5713394888283877e+24,36,1.5713394888283877e+24,1442
1.5713394888283877e+24,37,1.5713394888283877e+24,1481
1.5713394888283877e+24,38,1.5713394888283877e+24,1520
1.5713394888283877e+24,39,1.5713394888283877e+24,1559
1.5713394888283877e+24,40,1.5713394888283877e+24,1598
1.5713394888283877e+24,41,1.5713394888283877e+24,1637
1.5713394888283877e+24,42,1.5713394888283877e+24,1676
1.5713394888283877e+24,43,1.5713394888283877e+24,1715
1.5713394888283877e+24,44,1.5713394888283877e+24,1754
1.5713394888283877e+24,45,1.5713394888283877e+24,1793
1.5713394888283877e+24,46,1.5713394888283877e+24,1832
1.5713394888283877e+24,47,1.5713394888283877e+24,1871
1.5713394888283877e+24,48,1.5713394888283877e+24,1910
1.5713394888283877e+24,49,1.5713394888283877e+24,1949
1.5713394888283877e+24,50,1.5713394888283877e+24,1988
1.5713394888283877e+24,51,1.5713394888283877e+24,2027
1.5713394888283877e+24,52,1.5713394888283877e+24,2066
1.5713394888283877e+24,53,1.5713394888283877e+24,2105
1.5713394888283877e+24,54,1.5713394888283877e+24,2144
1.5713394888283877e+24,55,1.5713394888283877e+24,2183
1.5713394888283877e+24,56,1.5713394888283877e+24,2222
1.5713394888283877e+24,57,1.5713394888283877e+24,2261
1.5713394888283877e+24,58,1.5713394888283877e+24,2300
1.5713394888283877e+24,59,1.5713394888283877e+24,2339
1.5713394888283877e+24,60,1.5713394888283877e+24,2378
1.5713394888283877e+24,61,1.5713394888283877e+24,2417
1.5713394888283877e+24,62,1.5713394888283877e+24,2456
1.5713394888283877e+24,63,1.5713394888283877e+24,2495
1.5713394888283877e+24,64,1.5713394888283877e+24,2534
1.5713394888283877e+24,65,1.5713394888283877e+24,2573
1.5713394888283877e+24,66,1.5713394888283877e+24,2612
1.5713394888283877e+24,67,1.5713394888283877e+24,2651
1.5713394888283877e+24,68,1.5713394888283877e+24,2690
1.5713394888283877e+24,69,1.5713394888283877e+24,2729
1.5713394888283877e+24,70,1.5713394888283877e+24,2768
1.5713394888283877e+24,71,1.5713394888283877e+24,2807
1.5713394888283877e+24,72,1.5713394888283877e+24,2846
1.5713394888283877e+24,73,1.5713394888283877e+24,2885
1.5713394888283877e+24,74,1.5713394888283877e+24,2924
1.5713394888283877e+24,75,1.5713394888283877e+24,2963
1.5713394888283877e+24,76,1.5713394888283877e+24,3002
1.5713394888283877e+24,77,1.5713394888283877e+24,3041
1.5713394888283877e+24,78,1.5713394888283877e+24,3080
1.5713394888283877e+24,79,1.5713394888283877e+24,3119
